GCP_Replicated_Project,ProductArea,GCP_Replicated_Dataset,GCP_Replicated_Table,TD_Database_Name,TD_Object_Name,Target_Project,Target_Dataset,Target_View_Name,BQ_View,Collate_View_Created,UG_Classification,K45_Created,Need_Historical_Data,Script_Count,Flipped_Date,Comments,In_Master_Sheet,Unnamed_18,Temp,Bizdo_Tablename,Replication_Dag_Name,Replication_Dag_Schedule,Modernized_Project,Modernized_Table,Modernized_Dag_Name,Modernized_Dag_Schedule
vzw-fin-st-inventory-20,,ds_inventory_162,network_master_7751,EDW_PRD_247,marketing_summary_7752,vzw-mkt-ds-customer-21,ds_marketing_090,marketing_summary_7752,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.ivr_activity_cd_xref_v,Yes,,,,,11/11/2025,Pointing to modernized table: vz-it-pr-gk1v-edwdo-0.udm_prd_tbls.ivr_activity_cd_xref,Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.ivr_activity_cd_xref,dg_gk1v_edwpr_wls_ivr_activity_cd_xref,"At 05:00, on Friday"
vzw-fin-st-inventory-20,,ds_inventory_162,finance_fact_7753,EDW_PRD_247,finance_fact_7754,vzw-mkt-ds-customer-21,ds_marketing_090,finance_fact_7754,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.ivr_call_v,Yes,,,,,11/18/2025,Pointing to modernized table udm_prd_tbls.ivr_call,Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.ivr_call,"dg_gk1v_edwpr_wls_ivr_call_oh
dg_gk1v_edwpr_wls_ivr_call
dg_gk1v_edwpr_wls_ivr_tp_t350_ld_ivr_call
dg_gk1v_edwdo_wls_ivr_tp_t405_ivr_call
dg_gk1v_edwdo_wls_udm_thpt_tp_t445_ld
dg_gk1v_edwpr_wls_ivr_path","At 00:30, every day
At 00:31, every day
At 05:00, every day
At 07:00, every day
Invalid cron expression (expected 5 fields).
At 00:31, every day"
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_lookup_7755,EDW_PRD_247,sales_lookup_7756,vzw-mkt-ds-customer-21,ds_marketing_090,sales_lookup_7756,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.ivr_dnis_cd_xref_v,Yes,,,,,11/11/2025,"Pointing to modernized table: vz-it-pr-gk1v-edwdo-0.udm_prd_tbls.ivr_dnis_cd_xref 
",No,,,,dg_gk1v_edwdo_mrkt_ivr_dnis_cd_xref,,vzw-it-pr-billing-00,udm_prd_tbls.ivr_dnis_cd_xref,dg_gk1v_edwpr_wls_ivr_dnis_cd_xref,"At 09:00, on Friday"
vzw-fin-st-inventory-20,,ds_inventory_162,network_dim_7757,EDW_PRD_247,inventory_fact_7758,vzw-mkt-ds-customer-21,ds_marketing_090,inventory_fact_7758,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.ivr_step_v,Yes,,,,,12/16/2025,Pointing to modernized table: vz-it-pr-gk1v-edwdo-0.udm_prd_tbls.ivr_step,Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.ivr_step,"dg_gk1v_edwpr_wls_ivr_step_oh
dg_gk1v_edwpr_wls_ivr_step_ca
dg_gk1v_edwdo_wls_udm_thpt_tp_t445_ld","At 00:31, every day
At 06:40, every day
Invalid cron expression (expected 5 fields)."
vzw-ops-pl-customer-18,,ds_network_156,billing_lookup_7761,EDW_PRD_249,billing_lookup_7761,vzw-ops-pl-customer-18,ds_billing_092,billing_lookup_7761,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jan23_march24_churn_data,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jan23_march24_churn_data,dg_gk1v_edwdo_mrkt_jan23_march24_churn_data,"""18 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,network_master_7762,EDW_PRD_249,network_master_7762,vzw-ops-pl-customer-18,ds_billing_092,network_master_7762,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jc_fios_xs_local_zip_list_may2024,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jc_fios_xs_local_zip_list_may2024,dg_gk1v_edwdo_mrkt_jc_fios_xs_local_zip_list_may2024,"""02 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,inventory_summary_7763,EDW_PRD_249,inventory_summary_7763,vzw-ops-pl-customer-18,ds_billing_092,inventory_summary_7763,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jc_latino_census_data,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jc_latino_census_data,dg_gk1v_edwdo_mrkt_jc_latino_census_data,"""22 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,billing_dim_7764,EDW_PRD_249,billing_dim_7764,vzw-ops-pl-customer-18,ds_billing_092,billing_dim_7764,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jc_spanish_isoc,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jc_spanish_isoc,dg_gk1v_edwdo_mrkt_jc_spanish_isoc,"""54 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,customer_master_7765,EDW_PRD_249,customer_master_7765,vzw-ops-pl-customer-18,ds_billing_092,customer_master_7765,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jdc_contact_activity,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jdc_contact_activity,dg_gk1v_edwpr_tpt_mrkt_jdc_contact_activity,00 13 * * *,,,,
vzw-ops-pl-customer-18,,ds_network_156,marketing_fact_7766,EDW_PRD_249,marketing_fact_7766,vzw-ops-pl-customer-18,ds_billing_092,marketing_fact_7766,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jdc_disco_base,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jdc_disco_base,dg_gk1v_edwpr_tpt_mrkt_jdc_disco_base,"""00 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,support_fact_7767,EDW_PRD_249,support_fact_7767,vzw-ops-pl-customer-18,ds_billing_092,support_fact_7767,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jdc_employee_hist_xref,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jdc_employee_hist_xref,dg_gk1v_edwpr_tpt_mrkt_jdc_employee_hist_xref,"""15 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,billing_detail_7768,EDW_PRD_249,billing_detail_7768,vzw-ops-pl-customer-18,ds_billing_092,billing_detail_7768,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jdc_job_status,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jdc_job_status,dg_gk1v_edwdo_mrkt_jdc_job_status,"""30 15 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,support_detail_7769,EDW_PRD_249,support_detail_7769,vzw-ops-pl-customer-18,ds_billing_092,support_detail_7769,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jdc_outlet_hist_xref,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jdc_outlet_hist_xref,dg_gk1v_edwdo_mrkt_jdc_outlet_hist_xref,"""57 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,customer_detail_7770,EDW_PRD_229,customer_detail_7770,vzw-ops-pl-customer-18,ds_customer_070,customer_detail_7770,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.jdc_rtd_offer_sum,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jdc_rtd_offer_sum,dg_gk1v_edwpr_tpt_mrkt_jdc_rtd_offer_sum,"""15 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,marketing_detail_7771,FIN_CORE_254,marketing_detail_7771,vzw-ops-pl-customer-18,ds_billing_097,marketing_detail_7771,vz-it-pr-gk1v-bizdo-0.ntl_prdusr_tbls.jdc_rtd_offer_xref,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jdc_rtd_offer_xref,dg_gk1v_edwdo_mrkt_ntl_prd_jdc_rtd_offer_xref,07 14 * * *,,,,
vzw-ops-pl-customer-18,,ds_network_156,billing_lookup_7772,STG_LNDG_264,billing_lookup_7772,vzw-ops-pl-customer-18,ds_support_108,billing_lookup_7772,vz-it-pr-gk1v-bizdo-0.rtdmkt_prd_qmtbls.jdc_rtd_provision_rules,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jdc_rtd_provision_rules,dg_gk1v_edwdo_mrkt_jdc_rtd_prov_rule,"""07 12 * * *""",,,,
vzw-mkt-ds-customer-21,,ds_billing_164,support_xref_7776,FIN_CORE_273,support_xref_7776,vzw-mkt-ds-customer-21,ds_billing_119,support_xref_7776,vz-it-pr-gk1v-edwdo-0.tntl_prdref_allvm.jitr_pace_ca,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_master_7777,EDW_PRD_275,marketing_master_7777,vzw-mkt-ds-customer-21,ds_inventory_121,marketing_master_7777,vz-it-pr-gk1v-edwdo-0.tntl_prdref_tbls.jitr_rec_plan,Yes,,,,,,,,,,,,,,,,
vzw-ops-pl-customer-18,,ds_network_156,finance_lookup_7778,EDW_PRD_249,finance_lookup_7778,vzw-ops-pl-customer-18,ds_billing_092,finance_lookup_7778,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jlp_message_codes_tracking,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jlp_message_codes_tracking,dg_gk1v_edwdo_mrkt_jlp_mes_codes_tra,"""35 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,sales_summary_7779,EDW_PRD_249,sales_summary_7779,vzw-ops-pl-customer-18,ds_billing_092,sales_summary_7779,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.jlp_offer_performance_detail_segmented,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.jlp_offer_performance_detail_segmented,dg_gk1v_edwdo_mrkt_jlp_offer_performance_detail_segmented,"""38 13 * * *""",,,,
vzw-mkt-ds-customer-21,,ds_billing_164,inventory_dim_7782,MKT_UDA_177,inventory_dim_7782,vzw-mkt-ds-customer-21,ds_finance_014,inventory_dim_7782,vz-it-pr-gk1v-edwdo-0.cdi_crm_tblsv.jmp_leads,Yes,,,,,,,,,,,,,,,,
vzw-ops-pl-customer-18,,ds_network_156,sales_dim_7785,EDW_PRD_249,sales_dim_7785,vzw-ops-pl-customer-18,ds_billing_092,sales_dim_7785,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.kd_vzup_offers_impressions_redemptions_ytd,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.kd_vzup_offers_impressions_redemptions_ytd,dg_gk1v_edwdo_mrkt_kd_vzup_offers_impressions_redemptions_ytd,"""12 14 * * *""",,,,
vzw-ops-pl-customer-18,Core,ds_network_156,inventory_master_7786,EDW_PRD_249,inventory_master_7786,vzw-ops-pl-customer-18,ds_billing_092,inventory_master_7786,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.kd_vzup_st_audit_all,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.kd_vzup_st_audit_all,dg_gk1v_edwdo_mrkt_kd_vzup_st_audit_all,"""47 14 * * *""",,,,
vzw-ops-pl-customer-18,Core,ds_network_156,billing_xref_7787,EDW_PRD_249,billing_xref_7787,vzw-ops-pl-customer-18,ds_billing_092,billing_xref_7787,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.kd_vzup_st_audit_doubleclaims,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.kd_vzup_st_audit_doubleclaims,dg_gk1v_edwdo_mrkt_kd_vzup_st_audit_doubleclaims,"""29 15 * * *""",,,,
vzw-ops-pl-customer-18,Core,ds_network_156,sales_dim_7788,EDW_PRD_249,sales_dim_7788,vzw-ops-pl-customer-18,ds_billing_092,sales_dim_7788,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.kd_vzup_st_audit_doubleclaims_nodupes,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.kd_vzup_st_audit_doubleclaims_nodupes,dg_gk1v_edwdo_mrkt_kd_vzup_st_audit_doubleclaims_nodupes,"""02 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,billing_xref_7789,EDW_PRD_249,billing_xref_7789,vzw-ops-pl-customer-18,ds_billing_092,billing_xref_7789,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.kd_vzup_st_audit_emp,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.kd_vzup_st_audit_emp,dg_gk1v_edwdo_mrkt_kd_vzup_st_audit_emp,"""40 12 * * *""",,,,
vzw-ops-pl-customer-18,Core,ds_network_156,support_master_7790,EDW_PRD_249,support_master_7790,vzw-ops-pl-customer-18,ds_billing_092,support_master_7790,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.kd_vzup_st_audit_testaccounts,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.kd_vzup_st_audit_testaccounts,dg_gk1v_edwdo_mrkt_kd_vzup_st_audit_testaccounts,"""37 13 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,support_xref_7794,EDW_PRD_249,support_xref_7794,vzw-ops-pl-customer-18,ds_billing_092,support_xref_7794,vz-it-pr-gk1v-bizdo-0.ntl_prd_qmtbls.kms_intenders_performance_base,Yes,UG1,,,,,,,,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.kms_intenders_performance_base,dg_gk1v_edwpr_tpt_mrkt_kms_intenders_performance_base,"""00 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,support_xref_7795,EDW_PRD_229,support_xref_7795,vzw-ops-pl-customer-18,ds_customer_070,support_xref_7795,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_aal_3,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_aal_3,dg_gk1v_edwpr_tpt_mrkt_knw_aal_3,"""45 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,finance_xref_7796,EDW_PRD_229,finance_xref_7796,vzw-ops-pl-customer-18,ds_customer_070,finance_xref_7796,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_aal_4,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_aal_4,dg_gk1v_edwpr_tpt_mrkt_knw_aal_4,"""30 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,support_xref_7797,EDW_PRD_229,support_xref_7797,vzw-ops-pl-customer-18,ds_customer_070,support_xref_7797,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_aal_4_line,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_aal_4_line,dg_gk1v_edwpr_tpt_mrkt_knw_aal_4_line,"""30 13 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,inventory_summary_7798,EDW_PRD_229,inventory_summary_7798,vzw-ops-pl-customer-18,ds_customer_070,inventory_summary_7798,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_aal_5,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_aal_5,dg_gk1v_edwpr_tpt_mrkt_knw_aal_5,"""30 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,inventory_master_7799,EDW_PRD_229,inventory_master_7799,vzw-ops-pl-customer-18,ds_customer_070,inventory_master_7799,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_aal_5a,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_aal_5a,dg_gk1v_edwpr_tpt_mrkt_knw_aal_5a,"""15 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,marketing_dim_7801,EDW_PRD_229,marketing_dim_7801,vzw-ops-pl-customer-18,ds_customer_070,marketing_dim_7801,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_cdma_20200604_2,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_cdma_20200604_2,dg_gk1v_edwdo_mrkt_knw_cdma_20200604_2,"""40 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,marketing_master_7802,EDW_PRD_229,marketing_master_7802,vzw-ops-pl-customer-18,ds_customer_070,marketing_master_7802,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_cons_base_1,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_cons_base_1,dg_gk1v_edwpr_tpt_mrkt_knw_cons_base_1,00 13 * * *,,,,
vzw-ops-pl-customer-18,,ds_network_156,marketing_lookup_7803,EDW_PRD_229,marketing_lookup_7803,vzw-ops-pl-customer-18,ds_customer_070,marketing_lookup_7803,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_high_roam_20200908,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_high_roam_20200908,dg_gk1v_edwdo_mrkt_knw_high_roam_20200908,"""07 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,marketing_detail_7804,EDW_PRD_229,marketing_detail_7804,vzw-ops-pl-customer-18,ds_customer_070,marketing_detail_7804,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_kpi_00_acct_plan_xref,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_kpi_00_acct_plan_xref,dg_gk1v_edwdo_mrkt_knw_kpi_00_acct_plan_xref,"""25 13 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,inventory_xref_7805,EDW_PRD_230,support_summary_7806,vzw-ops-pl-customer-18,ds_network_071,support_summary_7806,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmvm.knw_kpi_00_activity_dt_xref_v,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_kpi_00_activity_dt_xref,dg_gk1v_edwdo_mrkt_knw_kpi_00_activity_dt_xref,"""02 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,sales_dim_7807,EDW_PRD_229,sales_dim_7807,vzw-ops-pl-customer-18,ds_customer_070,sales_dim_7807,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_kpi_00_line_plan_xref,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_kpi_00_line_plan_xref,dg_gk1v_edwdo_mrkt_knw_kpi_00_line_plan_xref,"""00 13 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,support_dim_7808,EDW_PRD_229,support_dim_7808,vzw-ops-pl-customer-18,ds_customer_070,support_dim_7808,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_kpi_00_prod_nm_xref,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_kpi_00_prod_nm_xref,dg_gk1v_edwdo_mrkt_knw_kpi_00_prod_nm_xref,"""25 13 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,finance_fact_7809,EDW_PRD_229,finance_fact_7809,vzw-ops-pl-customer-18,ds_customer_070,finance_fact_7809,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_mc_00_rpt_dt,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_mc_00_rpt_dt,dg_gk1v_edwdo_mrkt_knw_mc_00_rpt_dt,"""12 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,finance_summary_7810,EDW_PRD_229,finance_summary_7810,vzw-ops-pl-customer-18,ds_customer_070,finance_summary_7810,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_mc_00_rpt_dt_a,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_mc_00_rpt_dt_a,dg_gk1v_edwdo_mrkt_knw_mc_00_rpt_dt_a,"""43 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,support_fact_7811,EDW_PRD_229,support_fact_7811,vzw-ops-pl-customer-18,ds_customer_070,support_fact_7811,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_mc_02_line_scores_2,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_mc_02_line_scores_2,dg_gk1v_edwpr_tpt_mrkt_knw_mc_02_line_scores_2,"""15 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,inventory_xref_3080,EDW_PRD_229,marketing_dim_7812,vzw-ops-pl-customer-18,ds_customer_070,marketing_dim_7812,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_message_code_base_1,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.KNW_MESSAGE_CODE_BASE_1,dg_gk1v_edwpr_nos_mrkt_knw_message_code_base_1,"""15 12 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,network_master_7814,EDW_PRD_229,network_master_7814,vzw-ops-pl-customer-18,ds_customer_070,network_master_7814,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_message_code_upg_2021q3_1t,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_message_code_upg_2021q3_1t,dg_gk1v_edwpr_tpt_mrkt_knw_message_code_upg_2021q3_1t,"""00 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,support_lookup_7815,EDW_PRD_229,support_lookup_7815,vzw-ops-pl-customer-18,ds_customer_070,support_lookup_7815,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_message_code_upg_2021q3_2t,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_message_code_upg_2021q3_2t,dg_gk1v_edwpr_tpt_mrkt_knw_message_code_upg_2021q3_2t,"""00 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,support_dim_7816,EDW_PRD_229,support_dim_7816,vzw-ops-pl-customer-18,ds_customer_070,support_dim_7816,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_report_dates,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_report_dates,dg_gk1v_edwdo_mrkt_knw_report_dates,"""07 14 * * *""",,,,
vzw-ops-pl-customer-18,,ds_network_156,finance_fact_7817,EDW_PRD_229,finance_fact_7817,vzw-ops-pl-customer-18,ds_customer_070,finance_fact_7817,vz-it-pr-gk1v-bizdo-0.hqmkt_prd_qmtbls.knw_vbm_test_lines_1,Yes,UG1,,,,,,,Matt Ventura,,vz-it-pr-gk1v-bizdo-0.vzw_mkt_uda_tbls.knw_vbm_test_lines_1,dg_gk1v_edwdo_mrkt_knw_vbm_test_lines_1,"""52 14 * * *""",,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_xref_7818,OPS_DATA_232,network_detail_7433,vzw-mkt-ds-customer-21,ds_finance_073,network_detail_7433,vz-it-pr-gk1v-edwdo-0.kpirep_tblsv.fact_measdrvd_mb_mdrtnr,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,network_summary_7819,MKT_UDA_177,network_summary_7819,vzw-mkt-ds-customer-21,ds_finance_014,network_summary_7819,vz-it-pr-gk1v-edwdo-0.cdi_crm_tblsv.lang_dim,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,network_master_7820,OPS_DATA_262,network_master_7820,vzw-mkt-ds-customer-21,ds_marketing_106,network_master_7820,vz-it-pr-gk1v-edwdo-0.rcms_tblsv.lead_history,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,support_lookup_7821,STG_LNDG_293,support_lookup_7821,vzw-mkt-ds-customer-21,ds_marketing_144,support_lookup_7821,vz-it-pr-gk1v-edwdo-0.vzinsight_tblsv.leadlist_consumer_d2d_leadagent_mapping,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,,ds_billing_164,marketing_dim_7822,EDW_PRD_247,support_summary_7823,vzw-mkt-ds-customer-21,ds_marketing_090,support_summary_7823,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.linked_cust_offer_enroll_v,Yes,,,,,11/18/2025,Pointing to modernized table udm_prd_tbls.linked_cust_offer_enroll,Yes,,,,dg_gk1v_edwdo_mrkt_linked_cust_offer_enroll,,vzw-it-pr-billing-00,udm_prd_tbls.linked_cust_offer_enroll,dg_gk1v_edwpr_wls_cassandra_linked_cust_offer_enroll,"At 00:15, every day"
vzw-fin-st-inventory-20,,ds_sales_153,network_detail_7825,EDW_PRD_294,network_detail_7825,vzw-mkt-ds-customer-21,ds_sales_158,network_detail_7825,vz-it-pr-gk1v-edwdo-0.vzw_reporting_allvm.ln_prim_id_mdn,Yes,,,,,,"Not required to flip, already views are pointing to GCP native built tables",Yes,,,,,,vzw-ops-pl-billing-04,vz-it-pr-gk1v-cwlspr-0.vzw_cndra_prd_rtstbls.ln_prim_id_md,,
vzw-fin-st-inventory-20,Core,ds_inventory_162,finance_summary_7826,EDW_PRD_247,billing_master_7827,vzw-mkt-ds-customer-21,ds_marketing_090,billing_master_7827,vz-it-pr-gk1v-edwdo-0.ntl_prd_allvm.loan_sum_fact_v,Yes,,,,,11/18/2025,Pointing to modernized table udm_prd_tbls.loan_sum_fact,Yes,,,,,,vzw-it-pr-billing-00,udm_prd_tbls.loan_sum_fact,"dg_gk1v_edwpr_wls_east_ld_all_jobs_5pm
dg_gk1v_edwpr_wls_east_mnthly_lsf_asf
dg_gk1v_edwpr_wls_vision_east_ld_12am",
vzw-mkt-ds-customer-21,,ds_billing_164,customer_detail_7828,EDW_PRD_173,customer_detail_7828,vzw-mkt-ds-customer-21,ds_customer_010,customer_detail_7828,vz-it-pr-gk1v-edwdo-0.bcms_tblsv.locat,Yes,,,,,,,,,,,,,,,,
vzw-mkt-ds-customer-21,Growth,ds_billing_164,billing_fact_7830,STG_LNDG_233,billing_fact_7830,vzw-mkt-ds-customer-21,ds_network_074,billing_fact_7830,vz-it-pr-gk1v-edwdo-0.locus_tblsv.locus_5g_loc_edw,Yes,,,,,,,,,,,,,,,,
